,date,gender,births
12843,1985-12-24,F,4488
12844,1985-12-24,M,4715
12845,1985-12-25,F,3948
12846,1985-12-25,M,4083
12847,1985-12-26,F,4914
12848,1985-12-26,M,5108
12849,1985-12-27,F,5572
12850,1985-12-27,M,5912
12851,1985-12-28,F,4554
12852,1985-12-28,M,4694
12853,1985-12-29,F,4197
12854,1985-12-29,M,4329
12855,1985-12-30,F,5700
12856,1985-12-30,M,5944
12857,1985-12-31,F,5560
12858,1985-12-31,M,5925
12859,1986-01-01,F,4112
12860,1986-01-01,M,4332
12861,1986-01-02,F,4550
12862,1986-01-02,M,4896
12863,1986-01-03,F,5016
12864,1986-01-03,M,5311
12865,1986-01-04,F,4227
12866,1986-01-04,M,4580
12867,1986-01-05,F,4193
12868,1986-01-05,M,4204
12869,1986-01-06,F,5006
12870,1986-01-06,M,5287
12871,1986-01-07,F,5241
12872,1986-01-07,M,5475
12873,1986-01-08,F,4910
12874,1986-01-08,M,5155
12875,1986-01-09,F,4876
12876,1986-01-09,M,5180
12877,1986-01-10,F,5204
12878,1986-01-10,M,5455
12879,1986-01-11,F,4291
12880,1986-01-11,M,4579
12881,1986-01-12,F,4145
12882,1986-01-12,M,4129
12883,1986-01-13,F,4991
12884,1986-01-13,M,5215
12885,1986-01-14,F,5319
12886,1986-01-14,M,5420
12887,1986-01-15,F,5071
12888,1986-01-15,M,5332
12889,1986-01-16,F,5100
12890,1986-01-16,M,5287
12891,1986-01-17,F,5247
12892,1986-01-17,M,5427
12893,1986-01-18,F,4304
12894,1986-01-18,M,4539
12895,1986-01-19,F,4142
12896,1986-01-19,M,4212
12897,1986-01-20,F,5170
12898,1986-01-20,M,5319
12899,1986-01-21,F,5327
12900,1986-01-21,M,5529
12901,1986-01-22,F,5082
12902,1986-01-22,M,5316
12903,1986-01-23,F,5071
12904,1986-01-23,M,5317
12905,1986-01-24,F,5089
12906,1986-01-24,M,5422
12907,1986-01-25,F,4373
12908,1986-01-25,M,4648
12909,1986-01-26,F,4081
12910,1986-01-26,M,4247
12911,1986-01-27,F,5153
12912,1986-01-27,M,5306
12913,1986-01-28,F,5168
12914,1986-01-28,M,5482
12915,1986-01-29,F,5112
12916,1986-01-29,M,5330
12917,1986-01-30,F,5018
12918,1986-01-30,M,5358
12919,1986-01-31,F,5150
12920,1986-01-31,M,5488
12921,1986-02-01,F,4219
12922,1986-02-01,M,4517
12923,1986-02-02,F,4164
12924,1986-02-02,M,4378
12925,1986-02-03,F,5080
12926,1986-02-03,M,5323
12927,1986-02-04,F,5237
12928,1986-02-04,M,5528
12929,1986-02-05,F,4951
12930,1986-02-05,M,5268
12931,1986-02-06,F,5173
12932,1986-02-06,M,5433
12933,1986-02-07,F,5200
12934,1986-02-07,M,5438
12935,1986-02-08,F,4171
12936,1986-02-08,M,4588
12937,1986-02-09,F,4079
12938,1986-02-09,M,4392
12939,1986-02-10,F,5197
12940,1986-02-10,M,5361
12941,1986-02-11,F,5159
12942,1986-02-11,M,5588
12943,1986-02-12,F,5181
12944,1986-02-12,M,5390
12945,1986-02-13,F,5107
12946,1986-02-13,M,5335
12947,1986-02-14,F,5652
12948,1986-02-14,M,5760
12949,1986-02-15,F,4379
12950,1986-02-15,M,4548
12951,1986-02-16,F,4052
12952,1986-02-16,M,4361
12953,1986-02-17,F,4944
12954,1986-02-17,M,5293
12955,1986-02-18,F,5341
12956,1986-02-18,M,5578
12957,1986-02-19,F,5347
12958,1986-02-19,M,5522
12959,1986-02-20,F,5266
12960,1986-02-20,M,5388
12961,1986-02-21,F,5297
12962,1986-02-21,M,5523
12963,1986-02-22,F,4399
12964,1986-02-22,M,4570
12965,1986-02-23,F,4098
12966,1986-02-23,M,4285
12967,1986-02-24,F,5141
12968,1986-02-24,M,5422
12969,1986-02-25,F,5237
12970,1986-02-25,M,5654
12971,1986-02-26,F,5334
12972,1986-02-26,M,5382
12973,1986-02-27,F,5255
12974,1986-02-27,M,5417
12975,1986-02-28,F,5322
12976,1986-02-28,M,5561
12979,1986-03-01,F,4216
12980,1986-03-01,M,4560
12981,1986-03-02,F,4143
12982,1986-03-02,M,4191
12983,1986-03-03,F,5312
12984,1986-03-03,M,5359
12985,1986-03-04,F,5301
12986,1986-03-04,M,5625
12987,1986-03-05,F,5250
12988,1986-03-05,M,5401
12989,1986-03-06,F,5164
12990,1986-03-06,M,5619
12991,1986-03-07,F,5361
12992,1986-03-07,M,5672
12993,1986-03-08,F,4351
12994,1986-03-08,M,4412
12995,1986-03-09,F,4116
12996,1986-03-09,M,4124
12997,1986-03-10,F,5239
12998,1986-03-10,M,5600
12999,1986-03-11,F,5289
13000,1986-03-11,M,5669
13001,1986-03-12,F,5252
13002,1986-03-12,M,5492
13003,1986-03-13,F,5128
13004,1986-03-13,M,5394
13005,1986-03-14,F,5370
13006,1986-03-14,M,5527
13007,1986-03-15,F,4346
13008,1986-03-15,M,4508
13009,1986-03-16,F,4059
13010,1986-03-16,M,4373
13011,1986-03-17,F,5194
13012,1986-03-17,M,5476
13013,1986-03-18,F,5262
13014,1986-03-18,M,5603
13015,1986-03-19,F,5213
13016,1986-03-19,M,5497
13017,1986-03-20,F,5208
13018,1986-03-20,M,5535
13019,1986-03-21,F,5292
13020,1986-03-21,M,5692
13021,1986-03-22,F,4179
13022,1986-03-22,M,4375
13023,1986-03-23,F,4098
13024,1986-03-23,M,4289
13025,1986-03-24,F,5119
13026,1986-03-24,M,5423
13027,1986-03-25,F,5338
13028,1986-03-25,M,5806
13029,1986-03-26,F,5205
13030,1986-03-26,M,5667
13031,1986-03-27,F,5443
13032,1986-03-27,M,5638
13033,1986-03-28,F,5283
13034,1986-03-28,M,5530
13035,1986-03-29,F,4237
13036,1986-03-29,M,4580
13037,1986-03-30,F,4167
13038,1986-03-30,M,4405
13039,1986-03-31,F,5240
13040,1986-03-31,M,5329
13041,1986-04-01,F,5135
13042,1986-04-01,M,5434
13043,1986-04-02,F,5200
13044,1986-04-02,M,5483
13045,1986-04-03,F,5339
13046,1986-04-03,M,5661
13047,1986-04-04,F,5283
13048,1986-04-04,M,5524
13049,1986-04-05,F,4374
13050,1986-04-05,M,4570
13051,1986-04-06,F,4053
13052,1986-04-06,M,4236
13053,1986-04-07,F,5330
13054,1986-04-07,M,5390
13055,1986-04-08,F,5483
13056,1986-04-08,M,5734
13057,1986-04-09,F,5127
13058,1986-04-09,M,5529
13059,1986-04-10,F,5237
13060,1986-04-10,M,5384
13061,1986-04-11,F,5092
13062,1986-04-11,M,5394
13063,1986-04-12,F,4166
13064,1986-04-12,M,4442
13065,1986-04-13,F,4097
13066,1986-04-13,M,4198
13067,1986-04-14,F,5147
13068,1986-04-14,M,5511
13069,1986-04-15,F,5295
13070,1986-04-15,M,5581
13071,1986-04-16,F,5229
13072,1986-04-16,M,5380
13073,1986-04-17,F,5202
13074,1986-04-17,M,5462
13075,1986-04-18,F,5195
13076,1986-04-18,M,5354
13077,1986-04-19,F,4252
13078,1986-04-19,M,4427
13079,1986-04-20,F,4093
13080,1986-04-20,M,4289
13081,1986-04-21,F,5044
13082,1986-04-21,M,5403
13083,1986-04-22,F,5366
13084,1986-04-22,M,5530
13085,1986-04-23,F,5008
13086,1986-04-23,M,5333
13087,1986-04-24,F,5240
13088,1986-04-24,M,5332
13089,1986-04-25,F,5429
13090,1986-04-25,M,5559
13091,1986-04-26,F,4381
13092,1986-04-26,M,4642
13093,1986-04-27,F,4036
13094,1986-04-27,M,4131
13095,1986-04-28,F,5224
13096,1986-04-28,M,5596
13097,1986-04-29,F,5383
13098,1986-04-29,M,5620
13099,1986-04-30,F,5262
13100,1986-04-30,M,5619
13101,1986-05-01,F,5424
13102,1986-05-01,M,5538
13103,1986-05-02,F,5237
13104,1986-05-02,M,5584
13105,1986-05-03,F,4104
13106,1986-05-03,M,4420
13107,1986-05-04,F,3870
13108,1986-05-04,M,4051
13109,1986-05-05,F,5133
13110,1986-05-05,M,5361
13111,1986-05-06,F,5376
13112,1986-05-06,M,5642
13113,1986-05-07,F,5289
13114,1986-05-07,M,5351
13115,1986-05-08,F,5202
13116,1986-05-08,M,5315
13117,1986-05-09,F,5241
13118,1986-05-09,M,5572
13119,1986-05-10,F,4364
13120,1986-05-10,M,4471
13121,1986-05-11,F,4067
13122,1986-05-11,M,4291
13123,1986-05-12,F,5226
13124,1986-05-12,M,5411
13125,1986-05-13,F,5237
13126,1986-05-13,M,5722
13127,1986-05-14,F,5186
13128,1986-05-14,M,5564
13129,1986-05-15,F,5247
13130,1986-05-15,M,5639
13131,1986-05-16,F,5377
13132,1986-05-16,M,5739
13133,1986-05-17,F,4344
13134,1986-05-17,M,4536
13135,1986-05-18,F,4288
13136,1986-05-18,M,4314
13137,1986-05-19,F,5209
13138,1986-05-19,M,5576
13139,1986-05-20,F,5403
13140,1986-05-20,M,5818
13141,1986-05-21,F,5125
13142,1986-05-21,M,5594
13143,1986-05-22,F,5327
13144,1986-05-22,M,5454
13145,1986-05-23,F,5574
13146,1986-05-23,M,5710
13147,1986-05-24,F,4351
13148,1986-05-24,M,4586
13149,1986-05-25,F,3996
13150,1986-05-25,M,4446
13151,1986-05-26,F,4446
13152,1986-05-26,M,4392
13153,1986-05-27,F,5397
13154,1986-05-27,M,5689
13155,1986-05-28,F,5497
13156,1986-05-28,M,5957
13157,1986-05-29,F,5482
13158,1986-05-29,M,5866
13159,1986-05-30,F,5589
13160,1986-05-30,M,5971
13161,1986-05-31,F,4502
13162,1986-05-31,M,4629
13163,1986-06-01,F,4146
13164,1986-06-01,M,4433
13165,1986-06-02,F,5261
13166,1986-06-02,M,5496
13167,1986-06-03,F,5296
13168,1986-06-03,M,5489
13169,1986-06-04,F,5193
13170,1986-06-04,M,5569
13171,1986-06-05,F,5303
13172,1986-06-05,M,5620
13173,1986-06-06,F,5369
13174,1986-06-06,M,5641
13175,1986-06-07,F,4193
13176,1986-06-07,M,4471
13177,1986-06-08,F,4037
13178,1986-06-08,M,4368
13179,1986-06-09,F,5154
13180,1986-06-09,M,5478
13181,1986-06-10,F,5287
13182,1986-06-10,M,5592
13183,1986-06-11,F,5424
13184,1986-06-11,M,5574
13185,1986-06-12,F,5411
13186,1986-06-12,M,5700
13187,1986-06-13,F,5013
13188,1986-06-13,M,5398
13189,1986-06-14,F,4160
13190,1986-06-14,M,4483
13191,1986-06-15,F,4203
13192,1986-06-15,M,4325
13193,1986-06-16,F,5390
13194,1986-06-16,M,5661
13195,1986-06-17,F,5537
13196,1986-06-17,M,5824
13197,1986-06-18,F,5245
13198,1986-06-18,M,5447
13199,1986-06-19,F,5161
13200,1986-06-19,M,5515
13201,1986-06-20,F,5353
13202,1986-06-20,M,5801
13203,1986-06-21,F,4270
13204,1986-06-21,M,4587
13205,1986-06-22,F,4125
13206,1986-06-22,M,4348
13207,1986-06-23,F,5429
13208,1986-06-23,M,5539
13209,1986-06-24,F,5519
13210,1986-06-24,M,6013
13211,1986-06-25,F,5309
13212,1986-06-25,M,5729
13213,1986-06-26,F,5315
13214,1986-06-26,M,5785
13215,1986-06-27,F,5408
13216,1986-06-27,M,5878
13217,1986-06-28,F,4337
13218,1986-06-28,M,4791
13219,1986-06-29,F,4302
13220,1986-06-29,M,4416
13221,1986-06-30,F,5278
13222,1986-06-30,M,5612
13223,1986-07-01,F,5741
13224,1986-07-01,M,5804
13225,1986-07-02,F,5482
13226,1986-07-02,M,5931
13227,1986-07-03,F,5433
13228,1986-07-03,M,5873
13229,1986-07-04,F,4416
13230,1986-07-04,M,4603
13231,1986-07-05,F,4491
13232,1986-07-05,M,4620
13233,1986-07-06,F,4275
13234,1986-07-06,M,4390
13235,1986-07-07,F,5560
13236,1986-07-07,M,5807
13237,1986-07-08,F,5917
13238,1986-07-08,M,6134
13239,1986-07-09,F,5588
13240,1986-07-09,M,5816
13241,1986-07-10,F,5743
13242,1986-07-10,M,5941
13243,1986-07-11,F,5469
13244,1986-07-11,M,5936
13245,1986-07-12,F,4524
13246,1986-07-12,M,4658
13247,1986-07-13,F,4319
13248,1986-07-13,M,4470
13249,1986-07-14,F,5364
13250,1986-07-14,M,5769
13251,1986-07-15,F,5656
13252,1986-07-15,M,5971
13253,1986-07-16,F,5511
13254,1986-07-16,M,5823
13255,1986-07-17,F,5471
13256,1986-07-17,M,5907
13257,1986-07-18,F,5581
13258,1986-07-18,M,5991
13259,1986-07-19,F,4651
13260,1986-07-19,M,4770
13261,1986-07-20,F,4407
13262,1986-07-20,M,4643
13263,1986-07-21,F,5449
13264,1986-07-21,M,5751
13265,1986-07-22,F,5971
13266,1986-07-22,M,6292
13267,1986-07-23,F,5641
13268,1986-07-23,M,5899
13269,1986-07-24,F,5534
13270,1986-07-24,M,5788
13271,1986-07-25,F,5838
13272,1986-07-25,M,5963
13273,1986-07-26,F,4524
13274,1986-07-26,M,4862
13275,1986-07-27,F,4350
13276,1986-07-27,M,4609
13277,1986-07-28,F,5503
13278,1986-07-28,M,5869
13279,1986-07-29,F,5734
13280,1986-07-29,M,6162
13281,1986-07-30,F,5471
13282,1986-07-30,M,5947
13283,1986-07-31,F,5486
13284,1986-07-31,M,5812
13286,1986-08-01,F,5756
13287,1986-08-01,M,5930
13288,1986-08-02,F,4574
13289,1986-08-02,M,4783
13290,1986-08-03,F,4353
13291,1986-08-03,M,4522
13292,1986-08-04,F,5529
13293,1986-08-04,M,5735
13294,1986-08-05,F,5629
13295,1986-08-05,M,6026
13296,1986-08-06,F,5610
13297,1986-08-06,M,6033
13298,1986-08-07,F,5486
13299,1986-08-07,M,5927
13300,1986-08-08,F,5777
13301,1986-08-08,M,5956
13302,1986-08-09,F,4732
13303,1986-08-09,M,4828
13304,1986-08-10,F,4484
13305,1986-08-10,M,4440
13306,1986-08-11,F,5473
13307,1986-08-11,M,5743
13308,1986-08-12,F,5637
13309,1986-08-12,M,6048
13310,1986-08-13,F,5407
13311,1986-08-13,M,5751
13312,1986-08-14,F,5387
13313,1986-08-14,M,5953
13314,1986-08-15,F,5669
13315,1986-08-15,M,5982
13316,1986-08-16,F,4617
13317,1986-08-16,M,4935
13318,1986-08-17,F,4537
13319,1986-08-17,M,4598
13320,1986-08-18,F,5481
13321,1986-08-18,M,5777
13322,1986-08-19,F,5771
13323,1986-08-19,M,6062
13324,1986-08-20,F,5660
13325,1986-08-20,M,6108
13326,1986-08-21,F,5655
13327,1986-08-21,M,5854
13328,1986-08-22,F,5599
13329,1986-08-22,M,5955
13330,1986-08-23,F,4576
13331,1986-08-23,M,4915
13332,1986-08-24,F,4375
13333,1986-08-24,M,4565
13334,1986-08-25,F,5547
13335,1986-08-25,M,5786
13336,1986-08-26,F,5788
13337,1986-08-26,M,6031
13338,1986-08-27,F,5733
13339,1986-08-27,M,5947
13340,1986-08-28,F,5567
13341,1986-08-28,M,5895
13342,1986-08-29,F,5650
13343,1986-08-29,M,6067
13344,1986-08-30,F,4461
13345,1986-08-30,M,4750
13346,1986-08-31,F,4257
13347,1986-08-31,M,4585
13348,1986-09-01,F,4315
13349,1986-09-01,M,4633
13350,1986-09-02,F,5516
13351,1986-09-02,M,5761
13352,1986-09-03,F,5946
13353,1986-09-03,M,5894
13354,1986-09-04,F,5671
13355,1986-09-04,M,6066
13356,1986-09-05,F,5849
13357,1986-09-05,M,6035
13358,1986-09-06,F,4675
13359,1986-09-06,M,5010
13360,1986-09-07,F,4372
13361,1986-09-07,M,4672
13362,1986-09-08,F,5470
13363,1986-09-08,M,5751
13364,1986-09-09,F,5808
13365,1986-09-09,M,6069
13366,1986-09-10,F,5594
13367,1986-09-10,M,5849
13368,1986-09-11,F,5648
13369,1986-09-11,M,6056
13370,1986-09-12,F,5916
13371,1986-09-12,M,6095
13372,1986-09-13,F,4626
13373,1986-09-13,M,4970
13374,1986-09-14,F,4522
13375,1986-09-14,M,4645
13376,1986-09-15,F,5772
13377,1986-09-15,M,5991
13378,1986-09-16,F,5978
13379,1986-09-16,M,6323
13380,1986-09-17,F,5771
13381,1986-09-17,M,5986
13382,1986-09-18,F,5837
13383,1986-09-18,M,6174
13384,1986-09-19,F,5858
13385,1986-09-19,M,6379
13386,1986-09-20,F,4796
13387,1986-09-20,M,5110
13388,1986-09-21,F,4595
13389,1986-09-21,M,4888
13390,1986-09-22,F,5933
13391,1986-09-22,M,6223
13392,1986-09-23,F,5883
13393,1986-09-23,M,6352
13394,1986-09-24,F,5927
13395,1986-09-24,M,6135
13396,1986-09-25,F,6056
13397,1986-09-25,M,6225
13398,1986-09-26,F,6042
13399,1986-09-26,M,6370
13400,1986-09-27,F,4706
13401,1986-09-27,M,5077
13402,1986-09-28,F,4462
13403,1986-09-28,M,4709
13404,1986-09-29,F,5743
13405,1986-09-29,M,5988
13406,1986-09-30,F,5840
13407,1986-09-30,M,6019
13409,1986-10-01,F,5851
13410,1986-10-01,M,5853
13411,1986-10-02,F,5653
13412,1986-10-02,M,5883
13413,1986-10-03,F,5557
13414,1986-10-03,M,5889
13415,1986-10-04,F,4578
13416,1986-10-04,M,4704
13417,1986-10-05,F,4266
13418,1986-10-05,M,4533
13419,1986-10-06,F,5431
13420,1986-10-06,M,5548
13421,1986-10-07,F,5562
13422,1986-10-07,M,5938
13423,1986-10-08,F,5358
13424,1986-10-08,M,5655
13425,1986-10-09,F,5371
13426,1986-10-09,M,5488
13427,1986-10-10,F,5426
13428,1986-10-10,M,5742
13429,1986-10-11,F,4268
13430,1986-10-11,M,4507
13431,1986-10-12,F,4083
13432,1986-10-12,M,4134
13433,1986-10-13,F,5026
13434,1986-10-13,M,5296
13435,1986-10-14,F,5414
13436,1986-10-14,M,5616
13437,1986-10-15,F,5461
13438,1986-10-15,M,5624
13439,1986-10-16,F,5277
13440,1986-10-16,M,5590
13441,1986-10-17,F,5341
13442,1986-10-17,M,5663
13443,1986-10-18,F,4337
13444,1986-10-18,M,4373
13445,1986-10-19,F,4030
13446,1986-10-19,M,4188
13447,1986-10-20,F,5093
13448,1986-10-20,M,5352
13449,1986-10-21,F,5272
13450,1986-10-21,M,5709
13451,1986-10-22,F,5065
13452,1986-10-22,M,5524
13453,1986-10-23,F,5170
13454,1986-10-23,M,5356
13455,1986-10-24,F,5151
13456,1986-10-24,M,5585
13457,1986-10-25,F,4227
13458,1986-10-25,M,4353
13459,1986-10-26,F,4159
13460,1986-10-26,M,4403
13461,1986-10-27,F,5105
13462,1986-10-27,M,5417
13463,1986-10-28,F,5249
13464,1986-10-28,M,5547
13465,1986-10-29,F,5120
13466,1986-10-29,M,5474
13467,1986-10-30,F,5108
13468,1986-10-30,M,5396
13469,1986-10-31,F,4915
13470,1986-10-31,M,5207
13471,1986-11-01,F,4253
13472,1986-11-01,M,4464
13473,1986-11-02,F,4053
13474,1986-11-02,M,4156
13475,1986-11-03,F,5099
13476,1986-11-03,M,5494
13477,1986-11-04,F,5315
13478,1986-11-04,M,5749
13479,1986-11-05,F,5185
13480,1986-11-05,M,5286
13481,1986-11-06,F,5252
13482,1986-11-06,M,5374
13483,1986-11-07,F,5212
13484,1986-11-07,M,5468
13485,1986-11-08,F,4271
13486,1986-11-08,M,4487
13487,1986-11-09,F,4048
13488,1986-11-09,M,4291
13489,1986-11-10,F,5085
13490,1986-11-10,M,5318
13491,1986-11-11,F,5281
13492,1986-11-11,M,5594
13493,1986-11-12,F,5126
13494,1986-11-12,M,5473
13495,1986-11-13,F,5074
13496,1986-11-13,M,5171
13497,1986-11-14,F,5233
13498,1986-11-14,M,5435
13499,1986-11-15,F,4159
13500,1986-11-15,M,4306
13501,1986-11-16,F,4012
13502,1986-11-16,M,4201
13503,1986-11-17,F,5205
13504,1986-11-17,M,5329
13505,1986-11-18,F,5277
13506,1986-11-18,M,5769
13507,1986-11-19,F,5170
13508,1986-11-19,M,5420
13509,1986-11-20,F,5204
13510,1986-11-20,M,5337
13511,1986-11-21,F,5320
13512,1986-11-21,M,5536
13513,1986-11-22,F,4148
13514,1986-11-22,M,4294
13515,1986-11-23,F,3965
13516,1986-11-23,M,4221
13517,1986-11-24,F,5160
13518,1986-11-24,M,5441
13519,1986-11-25,F,5450
13520,1986-11-25,M,5651
13521,1986-11-26,F,5103
13522,1986-11-26,M,5355
13523,1986-11-27,F,3911
13524,1986-11-27,M,4104
13525,1986-11-28,F,4725
13526,1986-11-28,M,4999
13527,1986-11-29,F,4092
13528,1986-11-29,M,4270
13529,1986-11-30,F,4008
13530,1986-11-30,M,4182
13532,1986-12-01,F,5273
13533,1986-12-01,M,5339
13534,1986-12-02,F,5426
13535,1986-12-02,M,5680
13536,1986-12-03,F,5239
13537,1986-12-03,M,5411
13538,1986-12-04,F,4936
13539,1986-12-04,M,5344
13540,1986-12-05,F,5068
13541,1986-12-05,M,5373
13542,1986-12-06,F,4019
13543,1986-12-06,M,4276
13544,1986-12-07,F,3946
13545,1986-12-07,M,4141
13546,1986-12-08,F,5157
13547,1986-12-08,M,5289
13548,1986-12-09,F,5368
13549,1986-12-09,M,5595
13550,1986-12-10,F,5176
13551,1986-12-10,M,5443
13552,1986-12-11,F,5124
13553,1986-12-11,M,5279
13554,1986-12-12,F,5245
13555,1986-12-12,M,5433
13556,1986-12-13,F,4187
13557,1986-12-13,M,4315
13558,1986-12-14,F,3970
13559,1986-12-14,M,4110
13560,1986-12-15,F,5249
13561,1986-12-15,M,5617
13562,1986-12-16,F,5575
13563,1986-12-16,M,5814
13564,1986-12-17,F,5534
13565,1986-12-17,M,5683
13566,1986-12-18,F,5435
13567,1986-12-18,M,5752
13568,1986-12-19,F,5686
13569,1986-12-19,M,5942
13570,1986-12-20,F,4337
13571,1986-12-20,M,4351
13572,1986-12-21,F,3971
13573,1986-12-21,M,4175
13574,1986-12-22,F,5152
13575,1986-12-22,M,5437
13576,1986-12-23,F,5174
13577,1986-12-23,M,5359
13578,1986-12-24,F,4457
13579,1986-12-24,M,4640
13580,1986-12-25,F,3861
13581,1986-12-25,M,4246
13582,1986-12-26,F,5112
13583,1986-12-26,M,5305
13584,1986-12-27,F,4371
13585,1986-12-27,M,4450
13586,1986-12-28,F,4072
13587,1986-12-28,M,4214
13588,1986-12-29,F,5532
13589,1986-12-29,M,5766
13590,1986-12-30,F,5900
13591,1986-12-30,M,6337
13592,1986-12-31,F,5490
13593,1986-12-31,M,5898
13595,1987-01-01,F,4105
13596,1987-01-01,M,4238
13597,1987-01-02,F,4660
13598,1987-01-02,M,4870
13599,1987-01-03,F,4349
13600,1987-01-03,M,4429
13601,1987-01-04,F,4107
13602,1987-01-04,M,4152
13603,1987-01-05,F,4949
13604,1987-01-05,M,5153
13605,1987-01-06,F,5366
13606,1987-01-06,M,5650
13607,1987-01-07,F,5098
13608,1987-01-07,M,5436
13609,1987-01-08,F,5060
13610,1987-01-08,M,5402
13611,1987-01-09,F,5056
13612,1987-01-09,M,5414
13613,1987-01-10,F,4168
13614,1987-01-10,M,4477
13615,1987-01-11,F,4043
13616,1987-01-11,M,4138
13617,1987-01-12,F,5081
13618,1987-01-12,M,5304
13619,1987-01-13,F,5230
13620,1987-01-13,M,5351
13621,1987-01-14,F,5006
13622,1987-01-14,M,5450
13623,1987-01-15,F,5089
13624,1987-01-15,M,5431
13625,1987-01-16,F,5168
13626,1987-01-16,M,5465
13627,1987-01-17,F,4230
13628,1987-01-17,M,4378
13629,1987-01-18,F,3913
13630,1987-01-18,M,4182
13631,1987-01-19,F,5026
13632,1987-01-19,M,5134
13633,1987-01-20,F,5249
13634,1987-01-20,M,5421
13635,1987-01-21,F,5203
13636,1987-01-21,M,5409
13637,1987-01-22,F,5158
13638,1987-01-22,M,5444
13639,1987-01-23,F,5024
13640,1987-01-23,M,5557
13641,1987-01-24,F,4214
13642,1987-01-24,M,4368
13643,1987-01-25,F,4109
13644,1987-01-25,M,4232
13645,1987-01-26,F,5047
13646,1987-01-26,M,5250
13647,1987-01-27,F,5291
13648,1987-01-27,M,5540
13649,1987-01-28,F,5314
13650,1987-01-28,M,5497
13651,1987-01-29,F,5133
13652,1987-01-29,M,5508
13653,1987-01-30,F,5220
13654,1987-01-30,M,5492
13655,1987-01-31,F,4349
13656,1987-01-31,M,4547
13657,1987-02-01,F,4074
13658,1987-02-01,M,4329
13659,1987-02-02,F,5167
13660,1987-02-02,M,5418
13661,1987-02-03,F,5390
13662,1987-02-03,M,5649
13663,1987-02-04,F,5149
13664,1987-02-04,M,5400
13665,1987-02-05,F,5056
13666,1987-02-05,M,5473
13667,1987-02-06,F,5139
13668,1987-02-06,M,5472
13669,1987-02-07,F,4232
13670,1987-02-07,M,4503
13671,1987-02-08,F,4044
13672,1987-02-08,M,4234
13673,1987-02-09,F,4906
13674,1987-02-09,M,5508
13675,1987-02-10,F,5295
13676,1987-02-10,M,5681
13677,1987-02-11,F,5151
13678,1987-02-11,M,5498
13679,1987-02-12,F,5398
13680,1987-02-12,M,5588
13681,1987-02-13,F,5054
13682,1987-02-13,M,5202
13683,1987-02-14,F,4552
13684,1987-02-14,M,4693
13685,1987-02-15,F,4040
13686,1987-02-15,M,4344
13687,1987-02-16,F,4894
13688,1987-02-16,M,5369
13689,1987-02-17,F,5323
13690,1987-02-17,M,5607
13691,1987-02-18,F,5279
13692,1987-02-18,M,5477
13693,1987-02-19,F,5139
13694,1987-02-19,M,5349
13695,1987-02-20,F,5480
13696,1987-02-20,M,5512
13697,1987-02-21,F,4275
13698,1987-02-21,M,4565
13699,1987-02-22,F,4268
13700,1987-02-22,M,4374
13701,1987-02-23,F,5267
13702,1987-02-23,M,5485
13703,1987-02-24,F,5396
13704,1987-02-24,M,5619
13705,1987-02-25,F,5253
13706,1987-02-25,M,5610
13707,1987-02-26,F,5117
13708,1987-02-26,M,5508
13709,1987-02-27,F,5416
13710,1987-02-27,M,5594
13711,1987-02-28,F,4331
13712,1987-02-28,M,4614
13714,1987-03-01,F,4196
13715,1987-03-01,M,4289
13716,1987-03-02,F,5317
13717,1987-03-02,M,5501
13718,1987-03-03,F,5323
13719,1987-03-03,M,5608
13720,1987-03-04,F,5185
13721,1987-03-04,M,5482
13722,1987-03-05,F,5460
13723,1987-03-05,M,5511
13724,1987-03-06,F,5503
13725,1987-03-06,M,5592
13726,1987-03-07,F,4229
13727,1987-03-07,M,4525
13728,1987-03-08,F,3926
13729,1987-03-08,M,4368
13730,1987-03-09,F,5226
13731,1987-03-09,M,5583
13732,1987-03-10,F,5469
13733,1987-03-10,M,5731
13734,1987-03-11,F,5214
13735,1987-03-11,M,5483
13736,1987-03-12,F,5363
13737,1987-03-12,M,5537
13738,1987-03-13,F,4988
13739,1987-03-13,M,5411
13740,1987-03-14,F,4315
13741,1987-03-14,M,4522
13742,1987-03-15,F,4130
13743,1987-03-15,M,4188
13744,1987-03-16,F,5322
13745,1987-03-16,M,5496
13746,1987-03-17,F,5490
13747,1987-03-17,M,5736
13748,1987-03-18,F,5366
13749,1987-03-18,M,5729
13750,1987-03-19,F,5381
13751,1987-03-19,M,5567
13752,1987-03-20,F,5493
13753,1987-03-20,M,5762
13754,1987-03-21,F,4437
13755,1987-03-21,M,4569
13756,1987-03-22,F,4077
13757,1987-03-22,M,4230
13758,1987-03-23,F,5375
13759,1987-03-23,M,5455
13760,1987-03-24,F,5470
13761,1987-03-24,M,5847
13762,1987-03-25,F,5209
13763,1987-03-25,M,5593
13764,1987-03-26,F,5291
13765,1987-03-26,M,5624
13766,1987-03-27,F,5488
13767,1987-03-27,M,5569
13768,1987-03-28,F,4260
13769,1987-03-28,M,4595
13770,1987-03-29,F,4059
13771,1987-03-29,M,4296
13772,1987-03-30,F,5333
13773,1987-03-30,M,5290
13774,1987-03-31,F,5376
13775,1987-03-31,M,5820
13777,1987-04-01,F,5096
13778,1987-04-01,M,5116
13779,1987-04-02,F,5386
13780,1987-04-02,M,5683
13781,1987-04-03,F,5368
13782,1987-04-03,M,5677
